,종목코드,회사명,시장구분,업종,업종명,결산월,결산기준일,보고서종류,통화,항목코드,항목명,당기
2385,[095340],ISC,코스닥시장상장법인,262,전자부품 제조업,12,2019-12-31,사업보고서,KRW,entity00572905_udf_BS_201987105146248_AssetsAbstract,Ⅲ.매각예정자산,108705730.0
2477,[950170],JTC,코스닥시장상장법인,471,종합 소매업,2,2019-02-28,사업보고서,JPY,entity01041828_udf_BS_20195141092939_CurrentLiabilities,당기손익-공정가치측정금융부채,
2478,[950170],JTC,코스닥시장상장법인,471,종합 소매업,2,2019-02-28,사업보고서,JPY,entity01041828_udf_BS_2019514101017464_CurrentLiabilities,차입부채,1961716500.0
2486,[950170],JTC,코스닥시장상장법인,471,종합 소매업,2,2019-02-28,사업보고서,JPY,entity01041828_udf_BS_2019518163645420_NoncurrentLiabilities,차입부채,3679183400.0
2489,[950170],JTC,코스닥시장상장법인,471,종합 소매업,2,2019-02-28,사업보고서,JPY,entity01041828_udf_BS_201951794930489_NoncurrentLiabilities,순확정급여부채,592234240.0
2514,[234080],JW생명과학,유가증권시장상장법인,212,의약품 제조업,12,2019-12-31,사업보고서,KRW,entity00225706_udf_BS_20171112194215691_NoncurrentAssets,무형자산,5931243000.0
2516,[234080],JW생명과학,유가증권시장상장법인,212,의약품 제조업,12,2019-12-31,사업보고서,KRW,entity00225706_udf_BS_2019331141346493_NoncurrentAssets,기타금융자산,564548740.0
2517,[234080],JW생명과학,유가증권시장상장법인,212,의약품 제조업,12,2019-12-31,사업보고서,KRW,entity00225706_udf_BS_2019331141645362_NoncurrentAssets,기타자산,109400000.0
2520,[234080],JW생명과학,유가증권시장상장법인,212,의약품 제조업,12,2019-12-31,사업보고서,KRW,entity00225706_udf_BS_2020328212339258_NoncurrentAssets,관계기업투자주식,10137819.0
2526,[234080],JW생명과학,유가증권시장상장법인,212,의약품 제조업,12,2019-12-31,사업보고서,KRW,entity00225706_udf_BS_2019331143423459_CurrentLiabilities,유동성장기부채,4999800000.0
2529,[234080],JW생명과학,유가증권시장상장법인,212,의약품 제조업,12,2019-12-31,사업보고서,KRW,entity00225706_udf_BS_2019331143842538_CurrentLiabilities,기타충당부채,
2535,[234080],JW생명과학,유가증권시장상장법인,212,의약품 제조업,12,2019-12-31,사업보고서,KRW,entity00225706_udf_BS_20171112194859915_NoncurrentLiabilities,확정급여부채,1470468700.0
2551,[067290],JW신약,코스닥시장상장법인,212,의약품 제조업,12,2019-12-31,사업보고서,KRW,entity00110431_udf_BS_2019329173621801_CurrentAssets,반품자산,977913700.0
2561,[067290],JW신약,코스닥시장상장법인,212,의약품 제조업,12,2019-12-31,사업보고서,KRW,entity00110431_udf_BS_202022417110111_NoncurrentAssets,기타비금융자산,493724300.0
2567,[067290],JW신약,코스닥시장상장법인,212,의약품 제조업,12,2019-12-31,사업보고서,KRW,entity00110431_udf_BS_2017113104428929_CurrentLiabilities,차입부채,14876240000.0
2572,[067290],JW신약,코스닥시장상장법인,212,의약품 제조업,12,2019-12-31,사업보고서,KRW,entity00110431_udf_BS_201711310497100_NoncurrentLiabilities,차입부채,36240904000.0
2573,[067290],JW신약,코스닥시장상장법인,212,의약품 제조업,12,2019-12-31,사업보고서,KRW,entity00110431_udf_BS_2017113104811475_NoncurrentLiabilities,순확정급여부채,882412860.0
2574,[067290],JW신약,코스닥시장상장법인,212,의약품 제조업,12,2019-12-31,사업보고서,KRW,entity00110431_udf_BS_2020224171422382_NoncurrentLiabilities,기타금융부채,140681800.0
2582,[067290],JW신약,코스닥시장상장법인,212,의약품 제조업,12,2019-12-31,사업보고서,KRW,entity00110431_udf_BS_2020224172839853_EquityAttributableToOwnersOfParent,신종자본증권,35000000000.0
2593,[001060],JW중외제약,유가증권시장상장법인,212,의약품 제조업,12,2019-12-31,사업보고서,KRW,entity00149947_udf_BS_202032812143528_CurrentAssets,반환재고회수권,13737341000.0
2600,[001060],JW중외제약,유가증권시장상장법인,212,의약품 제조업,12,2019-12-31,사업보고서,KRW,entity00149947_udf_BS_2020328121543981_NoncurrentAssets,당기손익-공정가치측정금융자산,40000000.0
2601,[001060],JW중외제약,유가증권시장상장법인,212,의약품 제조업,12,2019-12-31,사업보고서,KRW,entity00149947_udf_BS_2020328121547458_NoncurrentAssets,기타포괄손익-공정가치측정금융자산,13493400.0
2602,[001060],JW중외제약,유가증권시장상장법인,212,의약품 제조업,12,2019-12-31,사업보고서,KRW,entity00149947_udf_BS_2020328121552259_NoncurrentAssets,관계기업투자,5156294700.0
2614,[001060],JW중외제약,유가증권시장상장법인,212,의약품 제조업,12,2019-12-31,사업보고서,KRW,entity00149947_udf_BS_2020328123513859_CurrentLiabilities,단기리스부채,928315260.0
2615,[001060],JW중외제약,유가증권시장상장법인,212,의약품 제조업,12,2019-12-31,사업보고서,KRW,entity00149947_udf_BS_2020328123529154_CurrentLiabilities,환불부채,37271204000.0
2621,[001060],JW중외제약,유가증권시장상장법인,212,의약품 제조업,12,2019-12-31,사업보고서,KRW,entity00149947_udf_BS_202032812391122_NoncurrentLiabilities,장기리스부채,1463549700.0
2622,[001060],JW중외제약,유가증권시장상장법인,212,의약품 제조업,12,2019-12-31,사업보고서,KRW,entity00149947_udf_BS_2020328123914421_NoncurrentLiabilities,순확정급여부채,28772387000.0
2623,[001060],JW중외제약,유가증권시장상장법인,212,의약품 제조업,12,2019-12-31,사업보고서,KRW,entity00149947_udf_BS_2020328123918661_NoncurrentLiabilities,기타장기종업원급여부채,1680203600.0
2632,[001060],JW중외제약,유가증권시장상장법인,212,의약품 제조업,12,2019-12-31,사업보고서,KRW,entity00149947_udf_BS_2020328162033367_EquityAttributableToOwnersOfParent,신종자본증권,
2663,[096760],JW홀딩스,유가증권시장상장법인,649,기타 금융업,12,2019-12-31,사업보고서,KRW,entity00632304_udf_BS_20171113133251189_CurrentLiabilities,미지급금및기타부채,106524970000.0
2696,[035900],JYP Ent.,코스닥시장상장법인,592,오디오물 출판 및 원판 녹음업,12,2019-12-31,사업보고서,KRW,entity00258689_udf_BS_20171112102223512_CurrentAssets,당기손익-공정가치측정금융자산(유동),1157800000.0
2702,[035900],JYP Ent.,코스닥시장상장법인,592,오디오물 출판 및 원판 녹음업,12,2019-12-31,사업보고서,KRW,entity00258689_udf_BS_2020319171055507_NoncurrentAssets,당기손익-공정가치측정금융자산(비유동),12364578000.0
2709,[035900],JYP Ent.,코스닥시장상장법인,592,오디오물 출판 및 원판 녹음업,12,2019-12-31,사업보고서,KRW,entity00258689_udf_BS_20171112103350886_NoncurrentAssets,무형자산,29043036000.0
2768,[024840],KBI메탈,코스닥시장상장법인,242,1차 비철금속 제조업,12,2019-12-31,사업보고서,KRW,entity00158024_udf_BS_2020320113410850_NoncurrentLiabilities,기타장기종업원부채,229453520.0
2788,[024120],KB오토시스,코스닥시장상장법인,303,자동차 신품 부품 제조업,12,2019-12-31,사업보고서,KRW,entity00157539_udf_BS_2019813171711375_CurrentAssets,매각예정자산,7282193000.0
2829,[009440],KC그린홀딩스,유가증권시장상장법인,649,기타 금융업,12,2019-12-31,사업보고서,KRW,entity00159971_udf_BS_2017117145918125_NoncurrentAssets,관계기업주식,9037514000.0
2839,[009440],KC그린홀딩스,유가증권시장상장법인,649,기타 금융업,12,2019-12-31,사업보고서,KRW,entity00159971_udf_BS_201711715543527_CurrentAssets,미청구매출채권,60057432000.0
2840,[009440],KC그린홀딩스,유가증권시장상장법인,649,기타 금융업,12,2019-12-31,사업보고서,KRW,entity00159971_udf_BS_201711715733860_CurrentAssets,기타유동채권,74722770000.0
2850,[009440],KC그린홀딩스,유가증권시장상장법인,649,기타 금융업,12,2019-12-31,사업보고서,KRW,entity00159971_udf_BS_2017117151331455_EquityAttributableToOwnersOfParent,기타적립금,8831795000.0
2856,[009440],KC그린홀딩스,유가증권시장상장법인,649,기타 금융업,12,2019-12-31,사업보고서,KRW,entity00159971_udf_BS_2017117151754651_NoncurrentLiabilities,기타비유동충당부채,27042662000.0
2865,[009440],KC그린홀딩스,유가증권시장상장법인,649,기타 금융업,12,2019-12-31,사업보고서,KRW,entity00159971_udf_BS_2017117161420820_CurrentLiabilities,기타유동충당부채,158333520.0
2867,[009440],KC그린홀딩스,유가증권시장상장법인,649,기타 금융업,12,2019-12-31,사업보고서,KRW,entity00159971_udf_BS_201711716204983_CurrentLiabilities,매입채무,104954810000.0
2870,[009440],KC그린홀딩스,유가증권시장상장법인,649,기타 금융업,12,2019-12-31,사업보고서,KRW,entity00159971_udf_BS_2017117161642809_CurrentLiabilities,초과청구매출채권,96860635000.0
2875,[009440],KC그린홀딩스,유가증권시장상장법인,649,기타 금융업,12,2019-12-31,사업보고서,KRW,entity00159971_udf_BS_2017117161915396_CurrentLiabilities,기타유동비금융부채,91666664.0
2893,[119650],KC코트렐,유가증권시장상장법인,291,일반 목적용 기계 제조업,12,2019-12-31,사업보고서,KRW,entity00797364_udf_BS_201711316721307_CurrentAssets,기타유동채권,55534584000.0
2894,[119650],KC코트렐,유가증권시장상장법인,291,일반 목적용 기계 제조업,12,2019-12-31,사업보고서,KRW,entity00797364_udf_BS_2017113161445708_CurrentAssets,유동성장기채권,1197806100.0
2905,[119650],KC코트렐,유가증권시장상장법인,291,일반 목적용 기계 제조업,12,2019-12-31,사업보고서,KRW,entity00797364_udf_BS_201711316286706_EquityAttributableToOwnersOfParent,기타적립금,9619593000.0
2937,[044180],KD,코스닥시장상장법인,411,건물 건설업,12,2019-12-31,사업보고서,KRW,entity00111218_udf_BS_202045153357114_CurrentAssets,매각예정비유동자산,1904870700.0
2956,[044180],KD,코스닥시장상장법인,411,건물 건설업,12,2019-12-31,사업보고서,KRW,entity00111218_udf_BS_2019810172340359_CurrentLiabilities,유동성회생채무,0.0
2985,[092220],KEC,유가증권시장상장법인,261,반도체 제조업,12,2019-12-31,사업보고서,KRW,entity00589127_udf_BS_2019813171223_CurrentAssets,당기손익-공정가치측정금융자산,6851000000.0
2992,[092220],KEC,유가증권시장상장법인,261,반도체 제조업,12,2019-12-31,사업보고서,KRW,entity00589127_udf_BS_20203281141452_NoncurrentAssets,매도가능금융자산,0.0
2993,[092220],KEC,유가증권시장상장법인,261,반도체 제조업,12,2019-12-31,사업보고서,KRW,entity00589127_udf_BS_2019511213229986_NoncurrentAssets,기타포괄손익-공정가치측정금융자산,985502600.0
3038,[046440],KG모빌리언스,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,12,2019-12-31,사업보고서,KRW,entity00405278_udf_BS_2020323191629848_NoncurrentAssets,장기금융선급금,18535890000.0
3057,[046440],KG모빌리언스,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,12,2019-12-31,사업보고서,KRW,entity00405278_udf_BS_202032318436242_CurrentLiabilities,유동성파생상품부채,95413.0
3085,[035600],KG이니시스,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,12,2019-12-31,사업보고서,KRW,entity00264547_udf_BS_202032614487970_CurrentAssets,기타금융자산,
3089,[035600],KG이니시스,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,12,2019-12-31,사업보고서,KRW,entity00264547_udf_BS_20198811252848_CurrentAssets,기타유동채권,34556630000.0
3096,[035600],KG이니시스,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,12,2019-12-31,사업보고서,KRW,entity00264547_udf_BS_2019325131149694_NoncurrentAssets,장기대출채권,600000000.0
3100,[035600],KG이니시스,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,12,2019-12-31,사업보고서,KRW,entity00264547_udf_BS_2019325131259639_NoncurrentAssets,비유동공정가치측정금융자산,70034710000.0
3114,[035600],KG이니시스,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,12,2019-12-31,사업보고서,KRW,entity00264547_udf_BS_20198811947681_CurrentLiabilities,기타유동채무,126120770000.0
3132,[035600],KG이니시스,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,12,2019-12-31,사업보고서,KRW,entity00264547_udf_BS_2019325132454758_NoncurrentLiabilities,순확정급여부채,12140018000.0
3150,[001390],KG케미칼,유가증권시장상장법인,201,기초 화학물질 제조업,12,2019-12-31,사업보고서,KRW,entity00101220_udf_BS_201881318173735_CurrentAssets,금융선급금,197697800000.0
3155,[001390],KG케미칼,유가증권시장상장법인,201,기초 화학물질 제조업,12,2019-12-31,사업보고서,KRW,entity00101220_udf_BS_201932714325537_CurrentAssets,공정가치측정금융자산,14940363000.0
3158,[001390],KG케미칼,유가증권시장상장법인,201,기초 화학물질 제조업,12,2019-12-31,사업보고서,KRW,entity00101220_udf_BS_2019327143221296_CurrentAssets,매각예정비유동자산,55178805000.0
3162,[001390],KG케미칼,유가증권시장상장법인,201,기초 화학물질 제조업,12,2019-12-31,사업보고서,KRW,entity00101220_udf_BS_2020318214045888_NoncurrentAssets,장기금융선급금,18535890000.0
3163,[001390],KG케미칼,유가증권시장상장법인,201,기초 화학물질 제조업,12,2019-12-31,사업보고서,KRW,entity00101220_udf_BS_2019327143357720_NoncurrentAssets,기타비유동채권,49972090000.0
3166,[001390],KG케미칼,유가증권시장상장법인,201,기초 화학물질 제조업,12,2019-12-31,사업보고서,KRW,entity00101220_udf_BS_2019327143413784_NoncurrentAssets,비유동공정가치측정금융자산,52512660000.0
3173,[001390],KG케미칼,유가증권시장상장법인,201,기초 화학물질 제조업,12,2019-12-31,사업보고서,KRW,entity00101220_udf_BS_2017111394829688_NoncurrentAssets,무형자산,181568910000.0
3180,[001390],KG케미칼,유가증권시장상장법인,201,기초 화학물질 제조업,12,2019-12-31,사업보고서,KRW,entity00101220_udf_BS_2019327143639272_CurrentLiabilities,금융예수금,294671000000.0
3181,[001390],KG케미칼,유가증권시장상장법인,201,기초 화학물질 제조업,12,2019-12-31,사업보고서,KRW,entity00101220_udf_BS_2019327143648256_CurrentLiabilities,기타유동채무,167450480000.0
3188,[001390],KG케미칼,유가증권시장상장법인,201,기초 화학물질 제조업,12,2019-12-31,사업보고서,KRW,entity00101220_udf_BS_2018514164821669_CurrentLiabilities,계약부채,23857720000.0
3190,[001390],KG케미칼,유가증권시장상장법인,201,기초 화학물질 제조업,12,2019-12-31,사업보고서,KRW,entity00101220_udf_BS_201832919337379_CurrentLiabilities,충당부채,434547260.0
3200,[001390],KG케미칼,유가증권시장상장법인,201,기초 화학물질 제조업,12,2019-12-31,사업보고서,KRW,entity00101220_udf_BS_201832919393534_NoncurrentLiabilities,장기충당부채,5755013600.0
3266,[001940],KISCO홀딩스,유가증권시장상장법인,241,1차 철강 제조업,12,2019-12-31,사업보고서,KRW,entity00159740_udf_BS_202035142240917_AssetsAbstract,매각예정비유동자산,11612603000.0
3282,[001940],KISCO홀딩스,유가증권시장상장법인,241,1차 철강 제조업,12,2019-12-31,사업보고서,KRW,entity00159740_udf_BS_201943085429779_CurrentLiabilities,기타금융부채,289314530.0
3284,[001940],KISCO홀딩스,유가증권시장상장법인,241,1차 철강 제조업,12,2019-12-31,사업보고서,KRW,entity00159740_udf_BS_202035142347188_LiabilitiesAbstract,매각예정비유동부채,8196287500.0
3291,[001940],KISCO홀딩스,유가증권시장상장법인,241,1차 철강 제조업,12,2019-12-31,사업보고서,KRW,entity00159740_udf_BS_201943085454227_NoncurrentLiabilities,기타금융부채,164169440.0
